name,rating,instructions,type,muscle,equipment,level
Seated Glute,3,"{""In a seated position with your knees bent, cross one ankle over the opposite knee. Your partner will stand behind you. Now, lean forward as your partner braces your shoulders with their hands. This will be your starting position."",""Attempt to push your torso back for 10-20 seconds, as your partner prevents any actual movement of your torso."",""Now relax your muscles as your partner increases the stretch by gently pushing your torso forward for 10-20 seconds.""}",Stretching,Glutes,Body Only,Beginner
Lying Glute,9.5,"{""Lie on your back with your partner kneeling beside you."",""Flex the hip of one leg, raising it off of the floor. Rotate the leg so the foot is over the opposite hip, the lower leg perpendicular to your body. Your partner should hold the knee and ankle in place. This will be your starting position."",""Attempt to push your leg towards your partner, who should be preventing any actual movement of the leg."",""After 10-20 seconds, completely relax as your partner gently pushes the ankle and knee towards your chest. Be sure to inform your helper when the stretch is adequate to prevent injury or overstretching.""}",Stretching,Glutes,Body Only,Beginner
Incline Hammer Curls,9.3,"{""Seat yourself on an incline bench with a dumbbell in each hand. You should pressed firmly against he back with your feet together. Allow the dumbbells to hang straight down at your side, holding them with a neutral grip. This will be your starting position."",""Initiate the movement by flexing at the elbow, attempting to keep the upper arm stationary."",""Continue to the top of the movement and pause, then slowly return to the start position.""}",Strength,Biceps,Dumbbell,Beginner
Wide-grip barbell curl,9.2,"{""Stand up with your torso upright while holding a barbell at the wide outer handle. The palm of your hands should be facing forward. The elbows should be close to the torso. This will be your starting position."",""While holding the upper arms stationary, curl the weights forward while contracting the biceps as you breathe out. Tip: Only the forearms should move."",""Continue the movement until your biceps are fully contracted and the bar is at shoulder level. Hold the contracted position for a second and squeeze the biceps hard."",""Slowly begin to bring the bar back to starting position as your breathe in."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,Barbell,Beginner
EZ-bar spider curl,9.1,"{""Start out by setting the bar on the part of the preacher bench that you would normally sit on. Make sure to align the barbell properly so that it is balanced and will not fall off."",""Move to the front side of the preacher bench (the part where the arms usually lay) and position yourself to lay at a 45 degree slant with your torso and stomach pressed against the front side of the preacher bench."",""Make sure that your feet (especially the toes) are well positioned on the floor and place your upper arms on top of the pad located on the inside part of the preacher bench."",""Use your arms to grab the barbell with a supinated grip (palms facing up) at about shoulder width apart or slightly closer from each other."",""Slowly begin to lift the barbell upwards and exhale. Hold the contracted position for a second as you squeeze the biceps."",""Slowly begin to bring the barbell back to the starting position as your breathe in. ."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,Barbell,Intermediate
Hammer Curls,9.1,"{""Stand up with your torso upright and a dumbbell on each hand being held at arms length. The elbows should be close to the torso."",""The palms of the hands should be facing your torso. This will be your starting position."",""Now, while holding your upper arm stationary, exhale and curl the weight forward while contracting the biceps. Continue to raise the weight until the biceps are fully contracted and the dumbbell is at shoulder level. Hold the contracted position for a brief moment as you squeeze the biceps. Tip: Focus on keeping the elbow stationary and only moving your forearm."",""After the brief pause, inhale and slowly begin the lower the dumbbells back down to the starting position."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,Dumbbell,Intermediate
Lateral hop,4,"{""Assume a half squat position facing 90 degrees from your direction of travel. This will be your starting position."",""Allow your lead leg to do a countermovement inward as you shift your weight to the outside leg."",""Immediately push off and extend, attempting to bound to the side as far as possible."",""Upon landing, immediately push off in the opposite direction, returning to your original start position."",""Continue back and forth for several repetitions.""}",Plyometrics,Adductors,Body Only,Intermediate
EZ-Bar Curl,9.1,"{""Stand up straight while holding an EZ curl bar at the wide outer handle. The palms of your hands should be facing forward and slightly tilted inward due to the shape of the bar. Keep your elbows close to your torso. This will be your starting position."",""Now, while keeping your upper arms stationary, exhale and curl the weights forward while contracting the biceps. Focus on only moving your forearms."",""Continue to raise the weight until your biceps are fully contracted and the bar is at shoulder level. Hold the top contracted position for a moment and squeeze the biceps."",""Then inhale and slowly lower the bar back to the starting position."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,E-Z Curl Bar,Intermediate
Zottman Curl,9.1,"{""Stand up with your torso upright and a dumbbell in each hand being held at arms length. The elbows should be close to the torso."",""Make sure the palms of the hands are facing each other. This will be your starting position."",""While holding the upper arm stationary, curl the weights while contracting the biceps as you breathe out. Only the forearms should move. Your wrist should rotate so that you have a supinated (palms up) grip. Continue the movement until your biceps are fully contracted and the dumbbells are at shoulder level."",""Hold the contracted position for a second as you squeeze the biceps."",""Now during the contracted position, rotate your wrist until you now have a pronated (palms facing down) grip with the thumb at a higher position than the pinky."",""Slowly begin to bring the dumbbells back down using the pronated grip."",""As the dumbbells close your thighs, start rotating the wrist so that you go back to a neutral (palms facing your body) grip."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,n/a,Intermediate
Biceps curl to shoulder press,9,"{""Begin in a standing position with a dumbbell in each hand. Your arms should be hanging at your sides with your palms facing forward. Look directly ahead, keeping your chest up, with your feet shoulder-width apart. This will be your starting position."",""Initiate the movement by flexing the elbows to curl the weight. Do not use momentum or flex through the shoulder, instead use a controlled motion."",""Execute the pressing movement by extending the arm, flexing and abducting the shoulder to rotate the arm as you press above your head."",""Pause at the top of the motion before reversing the movement to return to the starting position. Complete the desired number of repetitions before switching to the opposite side.""}",Strength,Biceps,Dumbbell,Beginner
Barbell Curl,9,"{""Stand up with your torso upright while holding a barbell at a shoulder-width grip. The palm of your hands should be facing forward and the elbows should be close to the torso. This will be your starting position."",""While holding the upper arms stationary, curl the weights forward while contracting the biceps as you breathe out. Tip: Only the forearms should move."",""Continue the movement until your biceps are fully contracted and the bar is at shoulder level. Hold the contracted position for a second and squeeze the biceps hard."",""Slowly begin to bring the bar back to starting position as your breathe in."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,Barbell,Intermediate
Concentration curl,9,"{""Sit down on a flat bench with one dumbbell in front of you between your legs. Your legs should be spread with your knees bent and feet on the floor."",""Use your right arm to pick the dumbbell up. Place the back of your right upper arm on the top of your inner right thigh. Rotate the palm of your hand until it is facing forward away from your thigh. Tip: Your arm should be extended and the dumbbell should be above the floor. This will be your starting position."",""While holding the upper arm stationary, curl the weights forward while contracting the biceps as you breathe out. Only the forearms should move. Continue the movement until your biceps are fully contracted and the dumbbells are at shoulder level. Tip: At the top of the movement make sure that the little finger of your arm is higher than your thumb. This guarantees a good contraction. Hold the contracted position for a second as you squeeze the biceps."",""Slowly begin to bring the dumbbells back to starting position as your breathe in. Caution: Avoid swinging motions at any time."",""Repeat for the recommended amount of repetitions. Then repeat the movement with the left arm.""}",Strength,Biceps,Dumbbell,Intermediate
Flexor Incline Dumbbell Curls,9,"{""Hold the dumbbell towards the side farther from you so that you have more weight on the side closest to you. (This can be done for a good effect on all bicep dumbbell exercises). Now do a normal incline dumbbell curl, but keep your wrists as far back as possible so as to neutralize any stress that is placed on them."",""Sit on an incline bench that is angled at 45-degrees while holding a dumbbell on each hand."",""Let your arms hang down on your sides, with the elbows in, and turn the palms of your hands forward with the thumbs pointing away from the body. Tip: You will keep this hand position throughout the movement as there should not be any twisting of the hands as they come up. This will be your starting position."",""Curl up the two dumbbells at the same time until your biceps are fully contracted and exhale. Tip: Do not swing the arms or use momentum. Keep a controlled motion at all times. Hold the contracted position for a second at the top."",""As you inhale, slowly go back to the starting position."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,Dumbbell,Beginner
Machine Bicep Curl,9,"{""Adjust the seat to the appropriate height and make your weight selection. Place your upper arms against the pads and grasp the handles. This will be your starting position."",""Perform the movement by flexing the elbow, pulling your lower arm towards your upper arm."",""Pause at the top of the movement, and then slowly return the weight to the starting position."",""Avoid returning the weight all the way to the stops until the set is complete to keep tension on the muscles being worked.""}",Strength,Biceps,Machine,Beginner
Overhead cable curl,8.9,"{""To begin, set a weight that is comfortable on each side of the pulley machine. Note: Make sure that the amount of weight selected is the same on each side."",""Now adjust the height of the pulleys on each side and make sure that they are positioned at a height higher than that of your shoulders."",""Stand in the middle of both sides and use an underhand grip (palms facing towards the ceiling) to grab each handle. Your arms should be fully extended and parallel to the floor with your feet positioned shoulder width apart from each other. Your body should be evenly aligned the handles. This is the starting position."",""While exhaling, slowly squeeze the biceps on each side until your forearms and biceps touch."",""While inhaling, move your forearms back to the starting position. Note: Your entire body is stationary during this exercise except for the forearms."",""Repeat for the recommended amount of repetitions prescribed in your program.""}",Strength,Biceps,Cable,Intermediate
Dumbbell Bicep Curl,8.9,"{""Stand up straight with a dumbbell in each hand at arm's length. Keep your elbows close to your torso and rotate the palms of your hands until they are facing forward. This will be your starting position."",""Now, keeping the upper arms stationary, exhale and curl the weights while contracting your biceps. Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a brief pause as you squeeze your biceps."",""Then, inhale and slowly begin to lower the dumbbells back to the starting position."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,Dumbbell,Intermediate
Close-grip EZ-bar curl,8.9,"{""Stand up with your torso upright while holding an E-Z Curl Bar at the closer inner handle. The palm of your hands should be facing forward and they should be slightly tilted inwards due to the shape of the bar. The elbows should be close to the torso. This will be your starting position."",""While holding the upper arms stationary, curl the weights forward while contracting the biceps as you breathe out. Tip: Only the forearms should move."",""Continue the movement until your biceps are fully contracted and the bar is at shoulder level. Hold the contracted position for a second and squeeze the biceps hard."",""Slowly begin to bring the bar back to starting position as your breathe in."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,Barbell,Beginner
Cross-body hammer curl,8.8,"{""Stand up straight with a dumbbell in each hand. Your hands should be down at your side with your palms facing in."",""While keeping your palms facing in and without twisting your arm, curl the dumbbell of the right arm up towards your left shoulder as you exhale. Touch the top of the dumbbell to your shoulder and hold the contraction for a second."",""Slowly lower the dumbbell along the same path as you inhale and then repeat the same movement for the left arm."",""Continue alternating in this fashion until the recommended amount of repetitions is performed for each arm.""}",Strength,Biceps,Dumbbell,Beginner
Preacher Curl,8.8,"{""To perform this movement you will need a preacher bench and an E-Z bar. Grab the E-Z curl bar at the close inner handle (either have someone hand you the bar which is preferable or grab the bar from the front bar rest provided by most preacher benches). The palm of your hands should be facing forward and they should be slightly tilted inwards due to the shape of the bar."",""With the upper arms positioned against the preacher bench pad and the chest against it, hold the E-Z Curl Bar at shoulder length. This will be your starting position."",""As you breathe in, slowly lower the bar until your upper arm is extended and the biceps is fully stretched."",""As you exhale, use the biceps to curl the weight up until your biceps is fully contracted and the bar is at shoulder height. Squeeze the biceps hard and hold this position for a second."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,Barbell,Intermediate
Barbell Curls Lying Against An Incline,8.8,"{""Lie against an incline bench, with your arms holding a barbell and hanging down in a horizontal line. This will be your starting position."",""While keeping the upper arms stationary, curl the weight up as high as you can while squeezing the biceps. Breathe out as you perform this portion of the movement. Tip: Only the forearms should move. Do not swing the arms."",""After a second contraction, slowly go back to the starting position as you inhale. Tip: Make sure that you go all of the way down."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,Barbell,Beginner
Seated Close-Grip Concentration Barbell Curl,8.8,"{""Sit down on a flat bench with a barbell or E-Z Bar in front of you in between your legs. Your legs should be spread with the knees bent and the feet on the floor."",""Use your arms to pick the barbell up and place the back of your upper arms on top of your inner thighs (around three and a half inches away from the front of the knee). A supinated grip closer than shoulder width is needed to perform this exercise. Tip: Your arm should be extended at arms length and the barbell should be above the floor. This will be your starting position."",""While holding the upper arms stationary, curl the weights forward while contracting the biceps as you breathe out. Only the forearms should move. Continue the movement until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a second as you squeeze the biceps."",""Slowly begin to bring the barbell back to starting position as your breathe in. Tip: Avoid swinging motions at any time."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,Barbell,Beginner
Reverse Barbell Preacher Curls,8.8,"{""Grab an EZ-bar using a shoulder width and palms down (pronated) grip."",""Now place the upper part of both arms on top of the preacher bench and have your arms extended. This will be your starting position."",""As you exhale, use the biceps to curl the weight up until your biceps are fully contracted and the barbell is at shoulder height. Squeeze the biceps hard for a second at the contracted position."",""As you breathe in, slowly lower the barbell until your upper arms are extended and the biceps is fully stretched."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,E-Z Curl Bar,Beginner
Standing One-Arm Cable Curl,8.7,"{""Start out by grabbing single handle next to the low pulley machine. Make sure you are far enough from the machine so that your arm is supporting the weight."",""Make sure that your upper arm is stationary, perpendicular to the floor with elbows in and palms facing forward. Your non lifting arm should be grabbing your waist. This will allow you to keep your balance."",""Slowly begin to curl the single handle upwards while keeping the upper arm stationary until your forearm touches your bicep while exhaling. Tip: Only the forearm should move."",""Hold the contraction position as you squeeze the bicep and then lower the single handle back down to the starting position as you inhale."",""Repeat for the recommended amount of repetitions."",""Switch arms while performing this exercise.""}",Strength,Biceps,Cable,Beginner
Dumbbell Alternate Bicep Curl,8.7,"{""Stand (torso upright) with a dumbbell in each hand held at arms length. The elbows should be close to the torso and the palms of your hand should be facing your thighs."",""While holding the upper arm stationary, curl the right weight as you rotate the palm of the hands until they are facing forward. At this point continue contracting the biceps as you breathe out until your biceps is fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a second as you squeeze the biceps. Tip: Only the forearms should move."",""Slowly begin to bring the dumbbell back to the starting position as your breathe in. Tip: Remember to twist the palms back to the starting position (facing your thighs) as you come down."",""Repeat the movement with the left hand. This equals one repetition."",""Continue alternating in this manner for the recommended amount of repetitions.""}",Strength,Biceps,Dumbbell,Intermediate
Single-arm dumbbell preacher curl,8.7,"{""Grab a dumbbell with the right arm and place the upper arm on top of the preacher bench or the incline bench. The dumbbell should be held at shoulder length. This will be your starting position."",""As you breathe in, slowly lower the dumbbell until your upper arm is extended and the biceps is fully stretched."",""As you exhale, use the biceps to curl the weight up until your biceps is fully contracted and the dumbbell is at shoulder height. Again, remember that to ensure full contraction you need to bring that small finger higher than the thumb."",""Squeeze the biceps hard for a second at the contracted position and repeat for the recommended amount of repetitions."",""Switch arms and repeat the movement.""}",Strength,Biceps,Dumbbell,Intermediate
Alternate Incline Dumbbell Curl,8.7,"{""Sit down on an incline bench with a dumbbell in each hand being held at arms length. Tip: Keep the elbows close to the torso.This will be your starting position."",""While holding the upper arm stationary, curl the right weight forward while contracting the biceps as you breathe out. As you do so, rotate the hand so that the palm is facing up. Continue the movement until your biceps is fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a second as you squeeze the biceps. Tip: Only the forearms should move."",""Slowly begin to bring the dumbbell back to starting position as your breathe in."",""Repeat the movement with the left hand. This equals one repetition."",""Continue alternating in this manner for the recommended amount of repetitions.""}",Strength,Biceps,Dumbbell,Intermediate
Standing concentration curl,8.7,"{""Taking a dumbbell in your working hand, lean forward. Allow your working arm to hang perpendicular to the ground with the elbow pointing out. This will be your starting position."",""Flex the elbow to curl the weight, keeping the upper arm stationary. At the top of the repetition, flex the biceps and pause."",""Lower the dumbbell back to the starting position."",""Repeat the movement for the prescribed amount of repetitions.""}",Strength,Biceps,Dumbbell,Beginner
Reverse Cable Curl,8.6,"{""Stand up with your torso upright while holding a bar attachment that is attached to a low pulley using a pronated (palms down) and shoulder width grip. Make sure also that you keep the elbows close to the torso. This will be your starting position."",""While holding the upper arms stationary, curl the weights while contracting the biceps as you breathe out. Only the forearms should move. Continue the movement until your biceps are fully contracted and the bar is at shoulder level. Hold the contracted position for a second as you squeeze the muscle."",""Slowly begin to bring the bar back to starting position as your breathe in."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,Cable,Beginner
Alternating incline dumbbell biceps curl,8.6,"{""Sit back on an incline bench with a dumbbell in each hand held at arms length. Keep your elbows close to your torso and rotate the palms of your hands until they are facing forward. This will be your starting position."",""While holding the upper arm stationary, curl the weights forward while contracting the biceps as you breathe out. Only the forearms should move. Continue the movement until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a second."",""Slowly begin to bring the dumbbells back to starting position as your breathe in."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,Dumbbell,Intermediate
Alternate Hammer Curl,8.6,"{""Stand up with your torso upright and a dumbbell in each hand being held at arms length. The elbows should be close to the torso."",""The palms of the hands should be facing your torso. This will be your starting position."",""While holding the upper arm stationary, curl the right weight forward while contracting the biceps as you breathe out. Continue the movement until your biceps is fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a second as you squeeze the biceps. Tip: Only the forearms should move."",""Slowly begin to bring the dumbbells back to starting position as your breathe in."",""Repeat the movement with the left hand. This equals one repetition."",""Continue alternating in this manner for the recommended amount of repetitions.""}",Strength,Biceps,Dumbbell,Intermediate
Seated dumbbell biceps curl,8.6,"{""Sit on a flat bench with a dumbbell on each hand being held at arms length. The elbows should be close to the torso."",""Rotate the palms of the hands so that they are facing your torso. This will be your starting position."",""While holding the upper arm stationary, curl the weights and start twisting the wrists once the dumbbells pass your thighs so that the palms of your hands face forward at the end of the movement. Make sure that you contract the biceps as you breathe out and make sure that only the forearms move. Continue the movement until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a second as you squeeze the biceps."",""Slowly begin to bring the dumbbells back to the starting position as your breathe in and as you rotate the wrists back to a neutral grip."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,Dumbbell,Intermediate
Preacher Hammer Dumbbell Curl,8.6,"{""Place the upper part of both arms on top of the preacher bench as you hold a dumbbell in each hand with the palms facing each other (neutral grip)."",""As you breathe in, slowly lower the dumbbells until your upper arm is extended and the biceps is fully stretched."",""As you exhale, use the biceps to curl the weight up until your biceps is fully contracted and the dumbbells are at shoulder height."",""Squeeze the biceps hard for a second at the contracted position and repeat for the recommended amount of repetitions.""}",Strength,Biceps,Dumbbell,Beginner
Standing One-Arm Dumbbell Curl Over Incline Bench,8.6,"{""Stand on the back side of an incline bench as if you were going to be a spotter for someone. Have a dumbbell in one hand and rest it across the incline bench with a supinated (palms up) grip."",""Position your non lifting hand at the corner or side of the incline bench. The chest should be pressed against the top part of the incline and your feet should be pressed against the floor at a wide stance. This is the starting position."",""While holding the upper arm stationary, curl the dumbbell upward while contracting the biceps as you breathe out. Only the forearms should move. Continue the movement until your biceps are fully contracted and the dumbbell is at shoulder level. Hold the contracted position for a second."",""Slowly begin to bring the dumbbells back to starting position as your breathe in."",""Repeat for the recommended amount of repetitions."",""Switch arms while performing this exercise.""}",Strength,Biceps,n/a,Intermediate
Groin and Back Stretch,3.8,"{""Sit on the floor with your knees bent and feet together."",""Interlock your fingers behind your head. This will be your starting position."",""Curl downwards, bringing your elbows to the inside of your thighs. After a brief pause, return to the starting position with your head up and your back straight. Repeat for 10-20 repetitions.""}",Stretching,Adductors,None,Beginner
Close-grip barbell curl,8.5,"{""Hold a barbell with both hands, palms up and a few inches apart."",""Stand with your torso straight and your head up. Your feet should be about shoulder width and your elbows close to your torso. This will be your starting position. Tip: You will keep your upper arms and elbows stationary throughout the movement."",""Curl the bar up in a semicircular motion until the forearms touch your biceps. Exhale as you perform this portion of the movement and contract your biceps hard for a second at the top. Tip: Avoid bending the back or using swinging motions as you lift the weight. Only the forearms should move."",""Slowly go back down to the starting position as you inhale."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,Barbell,Beginner
Standing Biceps Cable Curl,8.5,"{""Stand up with your torso upright while holding a cable curl bar that is attached to a low pulley. Grab the cable bar at shoulder width and keep the elbows close to the torso. The palm of your hands should be facing up (supinated grip). This will be your starting position."",""While holding the upper arms stationary, curl the weights while contracting the biceps as you breathe out. Only the forearms should move. Continue the movement until your biceps are fully contracted and the bar is at shoulder level. Hold the contracted position for a second as you squeeze the muscle."",""Slowly begin to bring the curl bar back to starting position as your breathe in."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,Cable,Intermediate
Drag curl,8.3,"{""Grab a barbell with a supinated grip (palms facing forward) and get your elbows close to your torso and back. This will be your starting position."",""As you exhale, curl the bar up while keeping the elbows to the back as you \""Drag\"" the bar up by keeping it in contact with your torso. Tip: As you can see, you will not be keeping the elbows pinned to your sides, but instead you will be bringing them back. Also, do not lift your shoulders."",""Slowly go back to the starting position as you keep the bar in contact with the torso at all times."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,Barbell,Beginner
Dumbbell preacher curl,8.3,"{""Grab a dumbbell with each arm and place the upper arms on top of the preacher bench or the incline bench. The dumbbell should be held at shoulder length. This will be your starting position."",""As you breathe in, slowly lower the dumbbells until your upper arm is extended and the biceps is fully stretched."",""As you exhale, use the biceps to curl the weights up until your biceps is fully contracted and the dumbbells are at shoulder height."",""Squeeze the biceps hard for a second at the contracted position and repeat for the recommended amount of repetitions.""}",Strength,Biceps,Dumbbell,Intermediate
Face-down incline dumbbell biceps curl,8.3,"{""Grab a dumbbell on each hand and lie face down on an incline bench with your shoulders near top of the incline. Your knees can rest on the seat or your legs can be straddled to the sides (my preferred way)."",""Let your arms extend and hang naturally in front of you so that they are perpendicular to the floor."",""Now keep your elbows in by your side and face the palms forward. This will be your starting position."",""Raise the dumbbells by contracting the biceps until your arms are fully flexed. Exhale as you perform this portion of the movement and ensure that only the forearms move. The upper arms should remain stationary at all times."",""Lower the dumbbells until your arms are fully extended."",""Repeat for the recommended amount of times.""}",Strength,Biceps,Dumbbell,Beginner
Lying Supine Dumbbell Curl,8.2,"{""Lie down on a flat bench face up while holding a dumbbell in each arm on top of your thighs."",""Bring the dumbbells to the sides with the arms extended and the palms of the hands facing your thighs (neutral grip)."",""While keeping the arms close to your torso and elbows in, slowly lower your arms (as you keep them extended with a slight bend at the elbows) as far down towards the floor as you can go. Once you cannot go down any further, lock your upper arms in that position and that will be your starting position."",""As you breathe out, slowly begin to curl the weights up as you simultaneously rotate your wrists so that the palms of the hands face up. Continue curling the weight until your biceps are fully contracted and squeeze hard at the top position for a second. Tip: Only the forearms should move. Upper arms should remain stationary and elbows should stay in throughout the movement."",""Return back to the starting position very slowly.""}",Strength,Biceps,Dumbbell,Beginner
Machine Preacher Curls,8.2,"{""Sit down on the Preacher Curl Machine and select the weight."",""Place the back of your upper arms (your triceps) on the preacher pad provided and grab the handles using an underhand grip (palms facing up). Tip: Make sure that when you place the arms on the pad you keep the elbows in. This will be your starting position."",""Now lift the handles as you exhale and you contract the biceps. At the top of the position make sure that you hold the contraction for a second. Tip: Only the forearms should move. The upper arms should remain stationary and on the pad at all times."",""Lower the handles slowly back to the starting position as you inhale."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,Machine,Beginner
Reverse-grip barbell curl,8.2,"{""Stand up with your torso upright while holding a barbell at shoulder width with the elbows close to the torso. The palm of your hands should be facing down (pronated grip). This will be your starting position."",""While holding the upper arms stationary, curl the weights while contracting the biceps as you breathe out. Only the forearms should move. Continue the movement until your biceps are fully contracted and the bar is at shoulder level. Hold the contracted position for a second as you squeeze the muscle."",""Slowly begin to bring the bar back to starting position as your breathe in."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,Barbell,Intermediate
Cable rope hammer curl,8.1,"{""Attach a rope attachment to a low pulley and stand facing the machine about 12 inches away from it."",""Grasp the rope with a neutral (palms-in) grip and stand straight up keeping the natural arch of the back and your torso stationary."",""Put your elbows in by your side and keep them there stationary during the entire movement. Tip: Only the forearms should move; not your upper arms. This will be your starting position."",""Using your biceps, pull your arms up as you exhale until your biceps touch your forearms. Tip: Remember to keep the elbows in and your upper arms stationary."",""After a 1 second contraction where you squeeze your biceps, slowly start to bring the weight back to the original position."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,Cable,Intermediate
Adductor SMR,3.6,"{""Lie face down with one leg on a foam roll."",""Rotate the leg so that the foam roll contacts against your inner thigh. Shift as much weight onto the foam roll as can be tolerated."",""While trying to relax the muscles if the inner thigh, roll over the foam between your hip and knee, holding points of tension for 10-30 seconds. Repeat with the other leg.""}",Stretching,Adductors,Foam Roll,Beginner
Lying cable biceps curl,8,"{""Grab a straight bar or E-Z bar attachment that is attached to the low pulley with both hands, using an underhand (palms facing up) shoulder-width grip."",""Lie flat on your back on top of an exercise mat in front of the weight stack with your feet flat against the frame of the pulley machine and your legs straight."",""With your arms extended and your elbows close to your body slightly bend your arms. This will be your starting position."",""While keeping your upper arms stationary and the elbows close to your body, curl the bar up slowly toward your chest as you breathe out and you squeeze the biceps."",""After a second squeeze at the top of the movement, slowly return to the starting position."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,Cable,Beginner
Standing Dumbbell Reverse Curl,7.9,"{""To begin, stand straight with a dumbbell in each hand using a pronated grip (palms facing down). Your arms should be fully extended while your feet are shoulder width apart from each other. This is the starting position."",""While holding the upper arms stationary, curl the weights while contracting the biceps as you breathe out. Only the forearms should move. Continue the movement until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a second as you squeeze the muscle."",""Slowly begin to bring the dumbbells back to starting position as your breathe in."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,Dumbbell,Beginner
Palms-out incline biceps curl,7.7,"{""Hold a dumbbell in each hand and lie back on an incline bench."",""The dumbbells should be at arm's length hanging at your sides and your palms should be facing out. This will be your starting position."",""Now as you exhale curl the weight outward and up while keeping your forearms in line with your side deltoids. Continue the curl until the dumbbells are at shoulder height and to the sides of your deltoids. Tip: The end of the movement should look similar to a double biceps pose."",""After a second contraction at the top of the movement, start to inhale and slowly lower the weights back to the starting position using the same path used to bring them up."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,Dumbbell,Beginner
Close-Grip EZ-Bar Curl with Band,7.6,"{""Attach a band to each end of the bar. Take the bar, placing a foot on the middle of the band. Stand upright with a narrow, supinated grip on the EZ bar. The elbows should be close to the torso. This will be your starting position."",""While keeping the upper arms in place, flex the elbows to execute the curl. Exhale as the weight is lifted."",""Continue the movement until your biceps are fully contracted and the bar is at shoulder level. Hold the contracted position for a second and squeeze the biceps hard."",""Slowly begin to bring the bar back to starting position as your breathe in."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,E-Z Curl Bar,Beginner
Straight-arm plank with biceps curl,7.5,"{""Place a dumbbell on the ground and set-up in the \""up\"" position of a push-up: arms extended, back and neck in a straight line, and core tight, so that your right hand is a few inches to the left of the dumbbell. Keep your feet shoulder width apart."",""Shift your weight to your left hand (and foot) as you grip the dumbbell in your right hand. This will be your starting position."",""Complete a biceps curl with the right arm by flexing at the elbow and curling upwards towards your shoulder. Lower your arm by fully extending it to the starting position. This is one repetition."",""Repeat for recommended number of repetitions and then switch arms.""}",Strength,Biceps,Dumbbell,Beginner
Windmills,7.5,"{""Lie on your back with your arms extended out to the sides and your legs straight. This will be your starting position."",""Lift one leg and quickly cross it over your body, attempting to touch the ground near the opposite hand."",""Return to the starting position, and repeat with the opposite leg. Continue to alternate for 10-20 repetitions.""}",Stretching,Abductors,Body Only,Intermediate
Zottman Preacher Curl,7.4,"{""Grab a dumbbell in each hand and place your upper arms on top of the preacher bench or the incline bench. The dumbbells should be held at shoulder height and the elbows should be flexed. Hold the dumbbells with the palms of your hands facing down. This will be your starting position."",""As you breathe in, slowly lower the dumbbells keeping the palms down until your upper arm is extended and your biceps are fully stretched."",""Now rotate your wrists once you are at the bottom of the movement so that the palms of the hands are facing up."",""As you exhale, use your biceps to curl the weights up until they are fully contracted and the dumbbells are at shoulder height. Again, remember that to ensure full contraction you need to bring that small finger higher than the thumb."",""Squeeze the biceps hard for a second at the contracted position and rotate your wrists so that the palms are facing down again."",""Repeat for the recommended amount of repetitions.""}",Strength,Biceps,n/a,Intermediate
